Run,Best Value,Best Iteration,Total Accepted Moves,Total Rejected Moves,Total Distance Traveled,Total Deviation from Optimum,Distinct Positions Visited,End-to-End Distance,Average Move Distance,Standard Deviation Objective,Acceptance Rate,Best Solution Improvements,Total Function Value Change,Exploration-Exploitation Ratio,Exact Sequence (Compressed)
171,242969.0,72,98,3,102.56854249492373,2.5118153E7,41,12.041594578792296,1.0466177805604462,4214.956188225441,0.9702970297029703,13,67066.0,1.078657100373521,"254516P-254077P-252733P-C-253205P-252733P-C-253205P-C-253640P-252733P-C-253170P-254077P-C-255425P-254986P-254077P-C-254986P-C-256336P-255425P-C-254957P-254050P-254516P-C-254986P-C-254986P-C-254077P-C-254077P-C-253640P-C-252733P-C-253170P-C-253640P-C-252298P-253640P-C-253205P-C-254114P-253640P-C-253170P-C-251828P-252298P-C-252298P-C-250960P-249626P-248725P-C-247397P-248296P-247869P-C-247444P-246545P-C-246073P-246500P-246970P-246073P-C-245178P-246073P-C-246545P-C-247869P-C-248296P-C-248296P-C-248725P-C-247826P-247397P-C-248296P-C-247397P-C-246500P-C-246073P-C-246073P-C-247397P-C-246970P-C-246500P-C-245178P-C-243860P-244285P-242969P-243860P-C-242969P-C-242969P-C-242969P-C-243437P-243016P-243909P-243016P-C-244330P-243016P-C-243490P-243016P-C-243490P-C-244804P-246122P-245648P-245178P-C-245605P-C-246034P-245605P-C-244285P-C-244712P-244285P-C-244285P-C-242969P-C-242969P-C-243860P-C"
172,291076.0,96,94,7,104.0538238691623,3.0095569E7,50,7.615773105863909,1.1069555730761946,2696.0776579636586,0.9306930693069307,7,74847.0,1.1893884349010175,"297218P-297565P-296881P-295850P-294472P-293794P-292420P-293098P-294125P-295501P-295850P-C-295172P-295850P-C-297232P-296881P-C-297565P-C-296532P-297218P-C-297908P-297565P-298945P-300329P-C-300676P-299637P-298600P-298253P-299637P-C-298253P-C-299290P-299637P-C-299637P-C-298949P-299986P-301025P-301717P-303109P-302417P-C-301376P-299986P-C-298600P-C-297218P-C-297565P-C-297914P-296881P-C-298265P-C-297585P-297232P-C-297914P-C-298949P-C-299637P-C-299637P-C-299637P-C-299986P-C-298949P-C-299637P-C-298949P-C-299300P-299986P-C-299986P-C-299637P-C-299986P-C-299637P-C-299637P-C-299637P-C-299637P-C-301025P-C-301376P-C-302417P-C-302066P-301376P-C-299986P-C-299986P-C-298949P-C-300337P-298949P-C-299300P-C-297914P-C-296881P-C-296201P-297585P-C-297585P-C-298973P-299330P-298297P-C-297940P-296554P-295525P-294498P-C-293120P-C-291746P-291076P-292450P-291784P-291122P-292141P"
173,594557.0,98,91,10,100.2253967444161,6.0750251E7,45,10.295630140987,1.1013779862023747,3652.9289962899747,0.900990099009901,13,103096.0,1.2224085341367015,"608981P-609892P-610250P-608981P-C-606805P-608072P-605898P-606260P-608434P-C-607165P-608072P-C-607165P-C-607165P-C-605898P-C-603728P-604993P-C-604633P-603728P-C-603728P-C-604633P-C-604633P-C-602465P-603728P-C-604090P-C-602825P-600661P-C-600301P-602465P-C-603370P-602465P-C-603728P-C-603370P-C-602109P-C-603370P-C-603370P-C-602109P-C-599945P-602109P-C-604277P-602109P-C-601757P-602109P-C-599945P-C-597785P-C-599042P-599400P-597242P-596884P-599042P-C-601204P-C-599042P-C-597785P-C-598688P-599042P-C-598688P-C-598338P-599593P-600850P-601204P-C-599042P-C-599945P-C-600301P-C-602465P-C-601562P-600661P-C-600661P-C-601562P-C-602825P-C-601562P-C-600301P-C-600301P-C-600661P-C-599762P-597604P-597970P-595816P-C-597077P-C-597970P-C-599233P-600128P-598865P-601025P-599762P-C-597604P-C-597970P-C-597077P-C-594925P-C-594925P-C-594557P-596709P-C"
174,87397.0,17,99,2,107.95331880577395,9085356.0,43,7.0710678118654755,1.0904375636946864,1392.6088345061278,0.9801980198019802,8,43027.0,1.1124666053854881,"91397P-90589P-89785P-90061P-89522P-90061P-C-90602P-89800P-C-89002P-88724P-89522P-C-88985P-88189P-88465P-87673P-C-87397P-88189P-C-88189P-C-88465P-C-88189P-C-87917P-88189P-C-88724P-C-89522P-C-90061P-C-89261P-89522P-C-90324P-89785P-C-89248P-88713P-C-88985P-C-89261P-C-89002P-C-89541P-90082P-89825P-90082P-C-90368P-90625P-89825P-C-89541P-C-90341P-C-90082P-C-90625P-C-89825P-C-89029P-88237P-88525P-89317P-89570P-89029P-C-88745P-88465P-C-88724P-C-88724P-C-88724P-C-88724P-C-87930P-88724P-C-89261P-C-89002P-C-89541P-C-90341P-C-90602P-C-90341P-C-89800P-C-89800P-C-89541P-C-89541P-C-89261P-C-89800P-C-89800P-C-90602P-C-90602P-C-91408P-91690P-91408P-C-91145P-91408P-C-91673P-92485P-C-92765P-93314P-93032P-92218P-C-91408P-C-91690P-C-91408P-C-92218P-C-92500P-93314P-C-92500P-C-92218P-C-91940P"
175,21845.0,60,98,3,101.08326112068518,2353352.0,51,4.123105625617661,1.0314618481702569,642.6044101912585,0.9702970297029703,5,20207.0,1.0630372108693464,"22898P-23113L-23330P-23549P-23985P-23770P-C-23770P-C-24208P-24425P-24202P-C-23985P-C-23985P-C-24208P-C-24208P-C-23770P-C-23557P-23569P-23780P-24005P-C-24232P-23794P-24232P-C-24005P-C-23569P-C-24005P-C-23569P-C-24005P-C-24232P-C-24021P-23794P-C-24005P-C-23569P-C-23780P-C-23780P-C-23569P-C-23137P-23153P-22948P-22745P-22321P-22544P-22970P-22948P-C-22930P-23153P-C-22930P-C-22709P-22504P-22725P-23153P-C-22725P-C-22930P-C-22709P-C-22490P-22273P-C-22058P-21845P-22265P-22474P-C-22472P-22685L-22474P-22261L-22474P-C-22472P-C-22685L-22472P-C-22898P-C-22685L-C-22689P-22906P-22900P-22898P-C-23113L-C-23113L-22900P-22474P-C-22689P-22900P-C-23117P-23113L-C-23545L-23764P-23981L-C-23981L-C-23981L-C-23545L-23549P-C-23549P-C-23770P-C-23764P-23985P-C-23764P-C-23981L-C"
176,352162.0,82,92,9,100.4680374315354,3.6250681E7,58,17.26267650163207,1.0920438851253846,4237.397505341305,0.9108910891089109,21,67216.0,1.1988742651919984,"366308P-366050P-C-365077P-365333P-365077P-C-366769P-366517P-365546P-365300P-364333P-366025P-364333P-C-363368P-362645P-364333P-C-365300P-C-365058P-C-365058P-C-363368P-C-361682P-360961P-361924P-361682P-C-360000P-359762P-360000P-C-360000P-C-360000P-C-361682P-C-361444P-C-362169P-361210P-360980P-C-360253P-360025P-C-359801P-C-359581P-358850P-358632P-358850P-C-358850P-C-359072P-359801P-C-360025P-C-359801P-C-358850P-C-360532P-360754P-361709P-360025P-C-359298P-359528P-359762P-C-358084P-357365P-356410P-355457P-354506P-356176P-355946P-356669P-355946P-C-355225P-356897P-355946P-C-357620P-355946P-C-354276P-354997P-355946P-C-354276P-C-354276P-C-354276P-C-354050P-353105P-C-352162P-C-352162P-C-352162P-C-352162P-C-352162P-C-353105P-C-353329P-354276P-C-353557P-353789P-354025P-354265P-C-352601P-354265P-C-354978P-355693P-356410P-C"
177,490216.0,21,91,10,99.39696961966993,4.9876234E7,33,4.0,1.0922743914249442,1392.977127351972,0.900990099009901,8,86688.0,1.212304544328784,"495400P-496701P-497242P-495941P-C-495185P-494433P-C-493685P-493138P-494980P-494433P-C-494433P-C-495185P-C-495185P-C-494642P-494101P-C-492265P-491509P-490757P-490216P-492050P-492804P-494642P-C-492804P-C-494642P-C-495941P-C-494101P-C-494642P-C-494101P-C-493562P-C-495400P-C-495400P-C-494101P-C-494861P-493025P-C-493025P-C-492265P-C-493562P-C-491728P-493025P-C-491728P-C-491728P-C-493025P-C-493789P-494324P-C-495090P-495625P-494861P-C-496701P-C-494861P-C-494324P-C-493789P-C-493789P-C-495625P-C-494324P-C-492490P-493025P-C-494861P-C-495625P-C-495090P-C-493256P-C-492725P-491957P-492490P-C-492490P-C-492490P-C-491728P-C-492490P-C-491193P-492490P-C-493025P-C-493025P-C-491193P-C-493025P-C-491728P-C-492265P-C-492265P-C-493562P-C-495400P-C-494861P-C-494101P-C-494642P-C-494101P-C-494861P-C-494324P-C-493789P-C-493025P-C-493025P-C-493562P-C-494861P-C-495625P-C-493789P-C-494557P-494026P-495860P"
178,698450.0,63,89,12,95.6396103067892,7.1925405E7,52,20.396078054371138,1.0746023629976313,8402.477496641133,0.8811881188118812,25,109948.0,1.2194925692445029,"729986P-730349P-728680P-726650P-724624P-724985P-726650P-C-725348P-723322P-724624P-C-723322P-C-722961P-721661P-723322P-C-724624P-C-722602P-720941P-722245P-724265P-722602P-C-720941P-C-719641P-721661P-C-720365P-C-720002P-718708P-720730P-C-720730P-C-719440P-717785P-716132P-C-714850P-C-714850P-C-716132P-C-714114P-712465P-712832P-713201P-711185P-C-712465P-C-710453P-C-712465P-C-710818P-709540P-708266P-709909P-708637P-706625P-C-704617P-704986P-703720P-702085P-700452P-701714P-700081P-C-698450P-700452P-C-701714P-C-702085P-C-704093P-702085P-C-702085P-C-704093P-C-704093P-C-704093P-C-705730P-C-705730P-C-705730P-C-703720P-C-704986P-C-705357P-703720P-C-703720P-C-703720P-C-703349P-C-703720P-C-705730P-C-707369P-707744P-709010P-706996P-C-708266P-C-708266P-C-708266P-C-709909P-C-710280P-709010P-C-706996P-C-706996P-C-704986P-C"
179,710696.0,98,93,8,90.15432893255064,7.2738139E7,41,10.63014581273465,0.9694013863715123,4528.070074279822,0.9207920792079208,20,90493.0,1.0527907529411047,"728645P-727652P-726661P-C-726661P-C-727652P-C-726661P-C-725672P-C-725672P-C-725274P-C-724880P-724490P-723497P-C-721125P-721517P-721913P-720928P-720530P-719149P-720136P-722506P-C-724880P-C-724490P-C-724490P-C-726868P-C-725485P-724490P-C-722116P-721730P-C-720353P-719360P-719746P-C-722116P-C-721730P-C-721730P-C-723109P-C-725485P-C-724490P-C-725485P-C-724490P-C-724104P-722725P-721730P-C-720353P-C-720737P-721125P-C-721125P-C-718757P-C-721125P-C-720136P-C-720530P-C-720530P-C-720928P-C-720530P-C-719545P-C-720928P-C-719545P-C-719545P-C-720530P-C-718164P-717770P-716785P-718164P-C-716785P-C-717181P-716785P-C-715802P-C-713444P-C-715802P-C-714425P-C-712069P-C-711090P-C-713444P-C-713444P-C-715802P-C-714425P-C-715408P-715802P-C-714425P-C-713444P-C-713444P-C-713444P-C-713050P-710696P-713050P-C-715408P-C"
180,444690.0,99,95,6,103.6396103067892,4.5902532E7,66,27.313000567495326,1.0909432663872547,6788.670364591756,0.9405940594059405,24,87270.0,1.1598449463696077,"466064P-466570P-466064P-C-464881P-C-463021P-463525P-464202P-465385P-463525P-C-464202P-C-463021P-C-461165P-459988P-458813P-459313P-458640P-458138P-459313P-C-458640P-C-460490P-461669P-463525P-C-464033P-C-464033P-C-464708P-463525P-C-462344P-464202P-C-462344P-C-461842P-461344P-462025P-460850P-459677P-458506P-459189P-C-457337P-457825P-457337P-C-455489P-455977P-455300P-C-453458P-452968P-452482P-451321P-C-451321P-C-449485P-449005P-447850P-449005P-C-450162P-452000P-450841P-451522P-452205P-451048P-449210P-447376P-448057P-447376P-C-447850P-C-449684P-449210P-C-448740P-449893P-449425P-447589P-448740P-C-449425P-C-447589P-C-447125P-447812P-448501P-C-448501P-C-448501P-C-450341P-449885P-C-449433P-448288P-448985P-448288P-C-446450P-446004P-447842P-446701P-C-445562P-C-445562P-C-445562P-C-445124P-444690P-445124P-C"
181,1489437.0,81,91,10,85.08326112068518,1.51928614E8,51,11.0,0.9349808914361009,9709.669977918415,0.900990099009901,16,129215.0,1.0377260443411669,"1511140P-C-1514578P-C-1516033P-C-1515505P-1514981P-C-1514981P-C-1514981P-C-1513522P-1515505P-C-1516964P-C-1516964P-C-1518949P-1520410P-1519888P-C-1519370P-C-1517389P-1515410P-1513945P-1510505P-C-1510505P-C-1508530P-1508020P-1511458P-1509485P-C-1509485P-C-1510952P-C-1510952P-C-1510952P-C-1512925P-C-1511458P-C-1511458P-C-1508020P-C-1506557P-C-1505096P-1508530P-C-1508530P-C-1509044P-1510505P-C-1508530P-C-1507069P-C-1507585P-1504153P-1500725P-C-1501245P-1497821P-1499272P-1497301P-1498754P-1500725P-C-1497301P-C-1495332P-1495850P-1499272P-C-1498754P-C-1496785P-1498240P-1494818P-C-1496273P-1492853P-1491400P-1490890P-1491400P-C-1491400P-C-1489949P-1493365P-1489949P-C-1489437P-C-1489437P-C-1489437P-C-1490890P-C-1489437P-C-1489949P-C-1493365P-C-1493881P-1491914P-1492432P-1495850P-C-1493881P-C-1492432P-C-1492432P-C-1494401P-1494925P-1496372P-1494401P-C-1497821P-C"
182,817829.0,96,87,14,91.01219330881972,8.4060854E7,51,19.79898987322333,1.0461171644691922,6077.878713991743,0.8613861386138614,17,92810.0,1.2144578576021656,"841657P-841760P-C-839929P-837997P-836170P-C-838100P-837997P-C-837896P-839826P-839929P-C-838100P-C-839929P-C-841657P-C-841760P-C-843593P-841865P-840141P-838312P-838421P-C-840141P-C-840034P-839929P-C-838205P-838312P-C-836594P-838312P-C-838421P-C-838421P-C-836705P-836594P-C-834880P-C-832946P-832837P-832946P-C-832946P-C-832946P-C-831236P-831349P-829530P-827713P-827828P-829530P-C-829645P-829762P-C-828064P-829762P-C-831581P-831464P-829645P-C-829645P-C-827713P-C-829530P-C-829530P-C-827713P-C-829645P-C-829762P-C-829645P-C-831464P-C-831464P-C-831581P-C-831581P-C-831700P-C-831821P-C-833642P-835465P-C-835465P-C-833765P-832069P-830250P-830377P-830250P-C-828560P-830377P-C-830377P-C-828689P-827005P-828689P-C-828689P-C-826874P-825061P-825192P-C-825061P-C-823250P-C-823121P-821441P-819505P-817829P-819765P-C-817960P-817829P-C"
183,269425.0,23,93,8,102.2253967444161,2.7650664E7,62,6.324555320336759,1.0991978144560872,1996.4561939053217,0.9207920792079208,3,62306.0,1.193752465161987,"271853P-272648P-274122P-274244P-272770P-272896P-271426P-C-270757P-271556P-272225P-272357P-273160P-273298P-C-272633P-271970P-271309P-C-271970P-C-271828P-271025P-270889P-269425P-C-269425P-C-269561P-270362P-271165P-270504P-270362P-C-271025P-C-272493P-C-271025P-C-272493P-C-273965P-274105P-275581P-275441P-C-276250P-276112P-276250P-C-274772P-275581P-C-276250P-C-276392P-C-275725P-C-275060P-275725P-C-274249P-274105P-C-275581P-C-275441P-C-275441P-C-274634P-275305P-273829P-C-273026P-273829P-C-274634P-C-274772P-C-274914P-274249P-C-274249P-C-272777P-272925P-271457P-C-271609P-272420P-273890P-275364P-274549P-273736P-274549P-C-274705P-275364P-C-274705P-C-276181P-276025P-276688P-275210P-276025P-C-276181P-C-276341P-276505P-275850P-C-276673P-C-275850P-C-275850P-C-274376P-273725P-274376P-C-275197P"
184,276842.0,89,97,4,94.39696961966993,2.8621454E7,50,17.46424919657298,0.9731646352543292,4520.505228688031,0.9603960396039604,24,56005.0,1.0132951356771882,"294869P-C-294869P-C-295546P-294697P-293173P-293005P-292162P-290644P-289130P-289296P-C-289296P-C-287786P-287117P-287289P-C-287465P-286624P-C-285785P-C-285122P-283624P-282789P-281956P-283450P-283280P-C-281786P-281956P-C-282130P-281956P-C-281125P-281786P-C-281620P-C-283114P-283781P-283945P-282449P-C-283945P-C-282449P-C-281786P-C-281620P-C-282285P-282125P-C-281458P-282285P-C-283114P-C-283114P-C-283781P-C-283945P-C-285445P-285613P-284778P-C-285445P-C-283945P-C-283781P-C-283945P-C-283945P-C-284612P-284778P-C-284612P-C-284778P-C-284778P-C-283280P-C-282617P-C-282617P-C-282617P-C-281125P-C-281125P-C-280296P-279469P-278644P-278482P-279145P-278482P-C-277661P-277505P-C-277353P-C-277505P-C-278324P-276842P-277505P-C-277353P-C-278170P-278989P-277505P-C-277353P-C-277353P-C-278170P-C-277353P-C-278020P-C"
185,660613.0,75,89,12,88.49747468305827,6.7663609E7,48,11.045361017187261,0.9943536481242502,3851.838869373956,0.8811881188118812,14,90595.0,1.12842380292752,"677525P-676373P-C-676373P-C-675225P-674788P-676810P-674788P-C-673205P-C-672770P-671624P-669610P-670045P-669610P-C-670045P-C-669610P-C-670756P-C-670756P-C-670756P-C-669177P-669610P-C-667600P-C-667600P-C-665594P-C-664452P-C-663314P-663749P-663314P-C-664885P-666458P-C-667600P-C-668033P-669610P-C-670045P-C-671189P-672770P-C-672770P-C-672770P-C-672770P-C-671189P-C-670756P-C-671189P-C-671624P-C-672061P-C-670482P-671624P-C-672770P-C-674788P-C-675225P-C-674081P-C-672500P-C-672941P-672500P-C-671362P-672500P-C-670482P-C-668905P-C-670921P-669344P-667330P-665757P-667769P-666196P-664186P-662180P-660613P-C-661745P-662881P-C-664885P-C-666025P-C-666458P-C-668033P-C-668033P-C-669177P-C-669177P-C-670756P-C-671906P-669896P-C-669896P-C-671477P-673489P-675074P-674645P-674218P-C-673060P-671906P-C"
186,246500.0,3,97,4,100.98275605729681,2.5362897E7,48,2.23606797749979,1.0410593407968742,2777.8544691575275,0.9603960396039604,3,64255.0,1.0839896228915908,"248085P-247445P-247138P-246500P-247138P-C-247445P-C-247138P-C-247445P-C-247754P-248701P-249341P-249034P-250292P-249650P-249341P-C-248085P-C-247780P-247477P-248729P-249034P-C-249341P-C-249341P-C-249341P-C-248392P-248701P-C-248701P-C-249650P-C-248701P-C-249012P-C-249650P-C-249650P-C-248392P-C-249650P-C-248392P-C-249341P-C-248085P-C-248729P-C-249985P-250292P-C-250938P-C-249680P-250633P-249680P-C-249034P-C-249985P-C-249341P-C-249985P-C-250938P-C-250633P-C-251893P-252850P-254116P-C-252850P-C-251893P-C-250633P-C-249680P-C-250330P-250984P-250029P-250984P-C-250984P-C-251642P-251345P-C-252601P-C-251642P-C-251345P-C-250685P-C-249433P-250093P-251050P-252304P-252970P-254228P-253933P-254228P-C-254525P-C-255490P-256160P-256834P-C-256834P-C-256541P-255281P-C-254992P-254025P-254314P-255572P-256834P-C-255865P-255193P-C-255865P-C-255572P-C"
187,969341.0,26,91,10,93.4264068711928,9.9183751E7,52,8.602325267042627,1.0266638117713494,6549.976559972008,0.900990099009901,11,118659.0,1.139484010867102,"984209P-985145P-986000P-986857P-987793P-986000P-C-983354P-982501P-983441P-982592P-C-981745P-980900P-979109P-C-978165P-975533P-977320P-C-979109P-C-979109P-C-976477P-C-973849P-972064P-970281P-969341P-971965P-C-971965P-C-972810P-C-973748P-971965P-C-971965P-C-972810P-C-972810P-C-973657P-976289P-974506P-C-971876P-974506P-C-972725P-C-974506P-C-976289P-C-975440P-974593P-975440P-C-977225P-978165P-C-979954P-982592P-C-980801P-981650P-983441P-C-982592P-C-981745P-C-984385P-987029P-987880P-986085P-986938P-989588P-C-990445P-991304P-C-990370P-989509P-C-988650P-987793P-C-986000P-C-987793P-C-986000P-C-988650P-C-987716P-986857P-C-986857P-C-986857P-C-985066P-984136P-984997P-984136P-C-985925P-988577P-990370P-C-990370P-C-990370P-C-989509P-C-988577P-C-987716P-C-988650P-C-989588P-C-990445P-C-988650P-C-989588P-C-992242P-991304P-C"
188,138025.0,71,96,5,99.98275605729683,1.4296804E7,59,13.601470508735444,1.0414870422635085,1350.1206738428418,0.9504950495049505,5,45786.0,1.0957311590480663,"140290P-140548P-C-140810P-C-140429P-139784P-140429P-C-141457P-C-142106P-141725P-142376P-141346P-140697P-140969P-140594P-140969P-C-139945P-140221P-139945P-C-139945P-C-140969P-C-141346P-C-141620P-141245P-C-141898P-141620P-C-142650P-142273P-142928P-141898P-C-142180P-141898P-C-141898P-C-141620P-C-141620P-C-142273P-C-141898P-C-142180P-C-141898P-C-141620P-C-141620P-C-141620P-C-141997P-143029P-143684P-C-143962P-143305P-144341P-143684P-C-143684P-C-143305P-C-142928P-C-142553P-C-141898P-C-140872P-140221P-C-140872P-C-140501P-139850P-140221P-C-140501P-C-140785P-139765P-138749P-138386P-138676P-138025P-138676P-C-139037P-139329P-140345P-141002P-141300P-C-140941P-C-140584P-141602P-141908P-142930P-C-143240P-142218P-C-142532P-142885P-142218P-C-143240P-C-143909P-143597P-143956P-143289P-142985P-141961P-C-142322P"
189,568529.0,81,91,10,96.08326112068517,5.9138845E7,57,22.360679774997898,1.0558600123152215,9478.291972637106,0.900990099009901,30,91238.0,1.171888585097114,"601181P-599642P-C-598105P-598288P-596938P-595592P-595781P-594250P-595781P-C-595781P-C-595781P-C-594061P-C-594061P-C-595781P-C-594441P-594634P-596165P-596360P-594634P-C-594634P-C-594441P-C-592912P-C-592912P-C-592721P-592912P-C-593105P-594441P-C-596165P-C-596165P-C-594634P-C-596165P-C-594829P-595026P-594829P-C-593105P-C-591773P-591578P-591773P-C-590248P-588530P-C-588337P-588530P-C-588530P-C-588337P-C-588146P-587957P-C-586249P-584730P-586064P-584545P-586064P-C-586064P-C-584730P-C-586436P-584917P-583213P-581885P-583213P-C-583028P-583213P-C-581698P-580000P-578489P-578674P-577165P-578674P-C-577352P-575658P-573968P-575658P-C-575658P-C-573968P-C-572650P-571336P-569837P-570026P-568529P-569837P-C-569650P-571336P-C-571525P-572837P-571336P-C-571336P-C-571336P-C-572837P-C-571336P-C-571336P-C-573026P-573217P-574913P-576225P-576034P-577541P-C-578861P"
190,581450.0,27,91,10,89.42640687119281,5.9562636E7,44,8.54400374531753,0.9827077678153056,4807.247476688426,0.900990099009901,10,91703.0,1.090697632410394,"594365P-593145P-592852P-591050P-589252P-587745P-585953P-584450P-586240P-C-587745P-C-589252P-C-587458P-C-589252P-C-587745P-C-588034P-586529P-585026P-C-583525P-585026P-C-585026P-C-583525P-C-583525P-C-582026P-583236P-581450P-581737P-583525P-C-581737P-C-582949P-583236P-C-582949P-C-584737P-583525P-C-583525P-C-583236P-C-584450P-C-584450P-C-586240P-C-586240P-C-586529P-C-587745P-C-589252P-C-590474P-C-590761P-590474P-C-588965P-590189P-590474P-C-590474P-C-590761P-C-589541P-588034P-C-589541P-C-589252P-C-589541P-C-588325P-590125P-C-590125P-C-588325P-C-589832P-591341P-C-591634P-591929P-590420P-591929P-C-592226P-C-590717P-591929P-C-591634P-C-591634P-C-593145P-C-591341P-C-591341P-C-591341P-C-591341P-C-591634P-C-591634P-C-591634P-C-591929P-C-593440P-595250P-597064P-C-596765P-C-598282P-C-599801P-601025P-602548P-601025P-C-599801P-C-599504P-597690P"
191,128833.0,86,94,7,98.4680374315354,1.3235253E7,51,8.602325267042627,1.0475323131014405,1143.1668355410736,0.9306930693069307,3,48592.0,1.1255400385451646,"130105P-130388P-C-130388P-C-129442P-C-129064P-129442P-C-129725P-130673P-131625P-130673P-C-129725P-C-130673P-C-129725P-C-130388P-C-130770P-C-131437P-131825P-132217P-131825P-C-130877P-131546P-131269P-130325P-129658P-130325P-C-130600P-129658P-C-130325P-C-130600P-C-130210P-129824P-C-129161P-130105P-C-130770P-C-129824P-C-130770P-C-131053P-132005P-131625P-C-131625P-C-130960P-130297P-130673P-C-130673P-C-131338P-130673P-C-130673P-C-130010P-130297P-C-130297P-C-130960P-C-130010P-C-130960P-C-130960P-C-130960P-C-131914P-C-131914P-C-131540P-C-131914P-C-132872P-C-132581P-C-131914P-C-132205P-131833P-132498P-132128P-133090P-134056P-133690P-132724P-132425P-131762P-130804P-130509P-129850P-C-129850P-C-129193P-128833P-129193P-C-130145P-130509P-C-130877P-131249P-131625P-C-131625P-C-132292P-131914P-C-131914P-C-132581P-C-132581P-C-133541P-133921P"
192,906128.0,96,81,20,86.49747468305829,9.3226545E7,52,19.924858845171276,1.0678700578155345,7276.812994473176,0.801980198019802,14,114955.0,1.3315416770292465,"925717P-927125P-929457P-931793P-933205P-932744P-930410P-928080P-926209P-928537P-930869P-C-930869P-C-930869P-C-931330P-C-930869P-C-932744P-C-930410P-C-928537P-C-926666P-928537P-C-928537P-C-927125P-C-927125P-C-925256P-926666P-C-928996P-930410P-C-928996P-C-930410P-C-931828P-C-934162P-931828P-C-932285P-930410P-C-928537P-C-928537P-C-928537P-C-928080P-C-926666P-C-926209P-C-924340P-922018P-923885P-923432P-925754P-927625P-C-929498P-927172P-924850P-C-922981P-C-922981P-C-922981P-C-922981P-C-922532P-C-920218P-918353P-917908P-C-917908P-C-919773P-922085P-C-922085P-C-922085P-C-920665P-920218P-C-919773P-C-919773P-C-917908P-C-917465P-918889P-920317P-918013P-915713P-915280P-912986P-C-914849P-C-914420P-912130P-C-912557P-912130P-C-913993P-912130P-C-910269P-908410P-C-906128P-907562P-C-909000P-C"
