Run,Best Value,Best Iteration,Total Accepted Moves,Total Rejected Moves,Total Distance Traveled,Total Deviation from Optimum,Distinct Positions Visited,End-to-End Distance,Average Move Distance,Standard Deviation Objective,Acceptance Rate,Best Solution Improvements,Total Function Value Change,Exploration-Exploitation Ratio,Exact Sequence (Compressed)
208,747700.0,99,91,10,94.81118318204301,7.6966646E7,51,13.038404810405298,1.0418811338686045,5363.879495992127,0.900990099009901,11,104880.0,1.1563735661618577,"761890P-763828P-765362P-765161P-C-765362P-C-763424P-C-761490P-763225P-761689P-759757P-759560P-C-761490P-C-761490P-C-759757P-C-759560P-C-758026P-756496P-754570P-C-756100P-755905P-C-756100P-C-755905P-C-755905P-C-757634P-759172P-757441P-759172P-C-761098P-763028P-763225P-C-763225P-C-764765P-763028P-C-761098P-C-761098P-C-761098P-C-763028P-C-764765P-C-766701P-C-764765P-C-763028P-C-764570P-764765P-C-766701P-C-766701P-C-764962P-766900P-C-766900P-C-768442P-770185P-768245P-768050P-769988P-770185P-C-770185P-C-769988P-C-769988P-C-769988P-C-768050P-C-766309P-768245P-C-768442P-C-768442P-C-766900P-C-768641P-C-767101P-765161P-C-764962P-C-764962P-C-766504P-764570P-C-764377P-762640P-760714P-760525P-762073P-761888P-760338P-C-758792P-758605P-758792P-C-757061P-755145P-C-753233P-751325P-751144P-753050P-751144P-C-749602P-747700P-C"
209,541381.0,100,92,9,99.56854249492373,5.5802253E7,47,8.06225774829855,1.082266766249171,3479.1328710130224,0.9108910891089109,12,83795.0,1.188140689034416,"552008P-550525P-552085P-552008P-C-552085P-C-553493P-551933P-C-550450P-552008P-C-552008P-C-551933P-C-553418P-554980P-553418P-C-552008P-C-552008P-C-552085P-C-552164P-553730P-555136P-555217P-556789P-555385P-553985P-C-553898P-553813P-552328P-C-552413P-553985P-C-553985P-C-553898P-C-552413P-C-553898P-C-552500P-C-554074P-553985P-C-553985P-C-555385P-C-556874P-556789P-C-558365P-556874P-C-555300P-555217P-C-553813P-C-555300P-C-553730P-C-553730P-C-553813P-C-553730P-C-553730P-C-553730P-C-552164P-C-553649P-552245P-553649P-C-553649P-C-553570P-554980P-C-553570P-C-555136P-C-556546P-556469P-556394P-C-556321P-556394P-C-556321P-C-554761P-C-553345P-551789P-551860P-551933P-C-551933P-C-553345P-C-553418P-C-553493P-C-553418P-C-551860P-C-550450P-C-550450P-C-549044P-550450P-C-548896P-C-548969P-547490P-547417P-545940P-544538P-542992P-541521P-542921P-541450P-542921P-C-541381P"
210,1829869.0,84,82,19,83.15432893255065,1.86633256E8,44,13.152946437965905,1.0140771821042762,7899.391386482607,0.8118811881188119,14,115516.0,1.2490462852747792,"1858594P-1854740P-C-1854746P-1850896P-C-1850896P-C-1854746P-C-1856677P-C-1856669P-C-1856669P-C-1856665L-C-1854740P-C-1850890P-1850888P-1850890P-1850888P-C-1848965L-C-1848965L-1848969P-1850890P-C-1848965L-C-1848965L-C-1848965L-C-1848965L-C-1847044P-1847050P-1847044P-C-1850890P-C-1850888P-C-1852813L-1854740P-C-1854740P-C-1854738P-C-1852813L-C-1852813L-C-1850888P-C-1850888P-C-1850888P-C-1850890P-C-1850890P-C-1848969P-1845125P-1848969P-C-1847050P-C-1850896P-C-1848969P-C-1850896P-C-1850890P-C-1852817P-1856669P-C-1854746P-C-1856677P-C-1856677P-C-1852825P-1852837P-C-1854770P-C-1854788P-1852873P-C-1852897P-C-1852897P-C-1850960P-C-1850960P-C-1849025P-1847114P-1843272P-C-1841365P-C-1837529P-1835626P-1831796P-C-1829897P-1829869P-1833697P-C-1837529P-C-1837529P-C-1837557P-C-1835656P-1835690P-1835728P-1833833P-1833793P-1835690P-C-1835690P-C-1831860P-C-1831860P-C"
211,419920.0,73,93,8,104.95331880577395,4.3711938E7,51,17.88854381999832,1.1285303097395047,8855.999785975335,0.9207920792079208,27,78364.0,1.2256081858461287,"443024P-C-442762P-443024P-C-443825P-C-441961P-C-442225P-441961P-C-442762P-C-441701P-443565P-442762P-C-442762P-C-443024P-C-443024P-C-442762P-C-443024P-C-443825P-C-443024P-C-442762P-C-443024P-C-443024P-C-444890P-445693P-445957P-444089P-443825P-C-443565P-C-443309P-443057P-441193P-440945P-440701P-C-438841P-438034P-437229P-438034P-C-436180P-434330P-436180P-C-435377P-C-435625P-435877P-435080P-C-434285P-433234P-432980P-431138P-431933P-430888P-431138P-C-429300P-429050P-430093P-429300P-C-428509P-426677P-426425P-424597P-423810P-423025P-422773P-C-423810P-C-425636P-424597P-C-422773P-C-421738P-419920P-421738P-C-421738P-C-421988P-423810P-C-421988P-C-421988P-C-423810P-C-425636P-C-423810P-C-425636P-C-424597P-C-424597P-C-423810P-C-423560P-C-422525P-C-422281P-421250P-421492P-C-422525P-C-422773P-C-422773P-C-421738P-C-419920P-C-420170P"
212,997333.0,87,88,13,90.91168824543136,1.01841122E8,38,10.0,1.0330873664253564,4692.190591922538,0.8712871287128713,16,109594.0,1.185702545556375,"1017349P-1016737P-1016129P-C-1015040P-C-1015040P-C-1012258P-1013345P-1010565P-C-1012258P-C-1012258P-C-1012868P-C-1010090P-1011173P-1012258P-C-1012258P-C-1010565P-C-1012258P-C-1012868P-C-1012868P-C-1015650P-C-1013953P-1013345P-C-1012258P-C-1012258P-C-1010565P-C-1012258P-C-1012258P-C-1013953P-C-1013953P-C-1012258P-C-1011652P-1012258P-C-1012868P-C-1012868P-C-1011173P-C-1008397P-1009480P-1010090P-C-1007316P-1006237P-1007930P-1009009P-1009625P-1007930P-C-1010704P-1009625P-C-1007930P-C-1008548P-1005778P-1005160P-C-1003469P-1004546P-1007316P-C-1007316P-C-1004546P-C-1003469P-C-1004085P-1005160P-C-1004085P-C-1005160P-C-1005160P-C-1006237P-C-1004546P-C-1006237P-C-1007316P-C-1007316P-C-1006237P-C-1006853P-1006237P-C-1006237P-C-1005625P-1002857P-1003936P-1002857P-C-1003936P-C-1004546P-C-1003936P-C-1002857P-C-1001170P-C-998408P-997333P-997945P-998561P-C-1001321P-1002394P-C-1002394P-C-1005160P-C-1005160P-C-1007930P-C-1007930P-C-1010704P-C-1009625P-C"
213,370330.0,75,88,13,92.39696961966993,3.8132255E7,53,14.142135623730951,1.0499655638598855,4496.428331053477,0.8712871287128713,19,76657.0,1.2050741130664595,"387634P-386740P-387945P-386429P-386740P-C-386740P-C-385850P-384336P-382826P-383137P-384649P-C-383450P-C-382568P-381690P-383204P-381690P-C-381373P-380497P-378989P-C-379865P-379552P-C-378674P-378989P-C-378989P-C-380180P-380497P-C-382009P-381137P-381460P-379946P-378757P-C-379625P-C-379625P-C-379306P-C-380816P-381690P-C-380816P-C-379306P-C-377800P-376613P-375428P-C-376930P-377249P-378436P-377249P-C-377249P-C-375745P-375428P-C-375428P-C-376298P-375428P-C-375428P-C-373930P-C-374800P-375985P-374489P-372997P-373873P-375365P-375058P-375365P-C-376552P-375365P-C-373873P-C-372690P-371509P-370330P-371816P-372125P-370637P-C-371509P-C-372690P-C-373873P-C-373873P-C-373873P-C-373873P-C-373873P-C-372385P-371509P-C-371509P-C-371816P-C-370637P-C-371509P-C-372690P-C-372997P-C-372997P-C-373873P-C-373873P-C-373873P-C-374753P-C"
214,1175840.0,81,88,13,88.08326112068518,1.20591223E8,61,13.601470508735444,1.0009461490986953,12161.17558773485,0.8712871287128713,20,110302.0,1.1488131938519117,"1203985P-1207049P-C-1210117P-1208836P-1210625P-1211906P-1211400P-C-1210898P-C-1210898P-C-1210898P-C-1210898P-C-1209113P-C-1207828P-1206545P-1205264P-1204762P-1207828P-C-1209113P-C-1208617P-1208125P-1206836P-1205549P-C-1204264P-1206045P-1207828P-C-1208330P-1205264P-C-1203985P-C-1205770P-1205264P-C-1205770P-C-1203985P-C-1203985P-C-1202708P-C-1202202P-1200925P-1197869P-1196090P-C-1195588P-1194313P-1193040P-1193546P-C-1192277P-1191010P-C-1191524P-C-1191010P-C-1189233P-1187458P-1185685P-1183914P-1185685P-C-1185685P-C-1188725P-1186952P-1185685P-C-1185685P-C-1182649P-1183157P-C-1184930P-1181896P-C-1183669P-1180637P-1181896P-C-1178866P-1179380P-1177609P-1178866P-C-1177609P-C-1177609P-C-1175840P-1176354P-C-1176354P-C-1176354P-C-1176354P-C-1178125P-1178645P-1179169P-1182197P-1182725P-1185757P-C-1185229P-1183976P-1180946P-C-1180946P-C-1180420P-1181673P"
215,167018.0,10,96,5,99.6396103067892,1.7594103E7,61,4.0,1.0379126073623874,4224.664471815676,0.9504950495049505,6,51144.0,1.0919705556625119,"170018P-170353P-C-169265P-168849P-169265P-C-169685P-168601P-168181P-167765P-167018P-167432P-167018P-C-167432P-C-168181P-C-168932P-C-169265P-C-168849P-C-167765P-C-167765P-C-168100P-167353P-C-167690P-168029P-168776P-169866P-170276P-171029P-170276P-C-171029P-C-171370P-171784P-172202P-172624P-173722P-174485P-175589P-176017P-176449P-176114P-177220P-C-176885P-177325P-177769P-177325P-C-177325P-C-176885P-C-176885P-C-176885P-C-175781P-175345P-175781P-C-175012P-176114P-C-176114P-C-176449P-C-175345P-C-174245P-174681P-174352P-174681P-C-173914P-174245P-C-175345P-C-176114P-C-175680P-175250P-174824P-174402P-C-175508P-176618P-C-176618P-C-176273P-C-176697P-177809P-C-177040P-177385P-177732P-178850P-C-178081P-179201P-C-179554P-C-180325P-179972P-179201P-C-179972P-C-181098P-C-181453P-182228P-C"
216,411497.0,17,96,5,106.81118318204301,4.2144789E7,59,5.0,1.1126164914796146,2307.341112728928,0.9504950495049505,4,80668.0,1.1705652670775113,"415732P-416585P-415732P-C-414881P-416701P-C-417554P-416701P-C-418525P-418645P-417672P-417794P-415972P-415850P-415972P-C-414154P-412340P-411497P-C-412466P-413437P-413569P-C-412730P-414544P-414682P-415521P-414682P-C-415521P-C-413705P-414544P-C-414682P-C-414682P-C-414824P-416642P-418464P-C-420290P-419449P-419305P-420148P-419305P-C-418322P-C-417341P-416362P-417341P-C-417205P-416362P-C-416500P-415521P-C-416500P-C-418322P-C-416500P-C-417481P-416642P-C-416642P-C-416788P-417773P-417925P-417092P-416261P-417092P-C-418914P-419749P-420740P-422570P-422416P-C-421577P-420740P-C-419905P-420898P-419072P-418241P-C-420065P-418241P-C-417412P-416585P-416753P-417578P-416585P-C-416421P-416585P-C-417412P-C-419234P-419400P-417578P-C-417412P-C-417412P-C-418241P-C-418081P-417925P-C-418914P-C-418914P-C-419749P-C-419905P-C-418914P-C-419072P-C-420898P-C"
217,580829.0,54,88,13,93.56854249492373,5.9140889E7,43,7.810249675906654,1.0632788919877696,2477.4721450279267,0.8712871287128713,6,93495.0,1.2203541828495992,"584666P-586640P-588073P-586640P-C-585209P-C-585209P-C-587185P-C-588073P-C-587185P-C-586301P-C-588281P-587401P-C-587401P-C-588832P-589385P-C-587954P-585972P-C-585972P-C-585098P-584545P-583994P-583445P-582569P-C-583994P-C-583994P-C-582569P-C-584545P-C-582569P-C-584545P-C-582569P-C-583994P-C-584545P-C-585098P-C-583673P-583120P-582569P-C-584545P-C-584545P-C-585098P-C-585653P-587637P-C-586769P-584785P-582805P-C-581384P-580829P-582805P-C-584785P-C-583921P-584482P-583061P-581642P-C-582205P-583061P-C-582205P-C-583061P-C-583921P-C-585905P-586769P-C-586210P-584228P-585098P-C-585098P-C-584228P-C-583362P-C-585344P-586210P-C-586210P-C-585653P-C-587637P-C-588196P-589066P-591056P-592489P-593050P-592489P-C-590497P-C-589066P-C-587080P-C-585653P-C-585653P-C-585653P-C-585098P-C-585972P-C-584545P-C-584545P-C-585098P-C-583673P-C"
218,769617.0,88,95,6,103.88225099390849,7.8856974E7,56,17.4928556845359,1.0934973788832472,8283.943113676976,0.9405940594059405,26,119808.0,1.1625603712337682,"800361P-798005P-796370P-794020P-C-796370P-C-794020P-C-792389P-C-791674P-794020P-C-794020P-C-794020P-C-792389P-C-790760P-789133P-788418P-789332P-788621P-787912P-786994P-789332P-C-788418P-C-786793P-787705P-789332P-C-789332P-C-788418P-C-789332P-C-791674P-C-791674P-C-789332P-C-786994P-C-786994P-C-786285P-785578P-784660P-782330P-780004P-778385P-777473P-776768P-C-776768P-C-777473P-C-779797P-778180P-778889P-780506P-779600P-778698P-781028P-781745P-779413P-780130P-777800P-777085P-776189P-775474P-776189P-C-773865P-C-773152P-770834P-773152P-C-773152P-C-773152P-C-773865P-C-774761P-773152P-C-772441P-774761P-C-776372P-C-775661P-774952P-772634P-774952P-C-772634P-C-771929P-770320P-772634P-C-771732P-772634P-C-770320P-C-770320P-C-771226P-770320P-C-769617P-771929P-C-771929P-C-772837P-773749P-772837P-C-771929P-C-772837P-C-774450P-775364P-C-773749P-C-771437P"
219,772276.0,98,92,9,96.59797974644663,7.929E7,49,9.219544457292887,1.0499780407222459,6293.4530647092515,0.9108910891089109,13,102219.0,1.1526932838363786,"787877P-785425P-783936P-783410P-784897P-785425P-C-786386P-787877P-C-788409P-787877P-C-786916P-788409P-C-790865P-791828P-C-794290P-793325P-792793P-791298P-791828P-C-791828P-C-792793P-C-792265P-791298P-C-792793P-C-793325P-C-792362P-790865P-C-789904P-790442P-788945P-787988P-789485P-790984P-789485P-C-790442P-C-792900P-793442P-C-794401P-793861P-794401P-C-792900P-C-792900P-C-793861P-C-791401P-789904P-C-788945P-C-787450P-785957P-787450P-C-786493P-785538P-C-785000P-784466P-782977P-783936P-C-782449P-781490P-C-781490P-C-780533P-C-782977P-C-784466P-C-783936P-C-782977P-C-784466P-C-782977P-C-781490P-C-780964P-781925P-C-783410P-C-782449P-C-780964P-C-780964P-C-781490P-C-780533P-C-778093P-776610P-C-775129P-776610P-C-777565P-776610P-C-777565P-C-775129P-C-776084P-776610P-C-777140P-C-774706P-773757P-C-773757P-C-773757P-C-772276P-773225P-774706P-C"
220,676341.0,85,95,6,97.74011537017755,6.9921354E7,57,18.681541692269406,1.0288433196860796,9443.837378425886,0.9405940594059405,24,98998.0,1.0938228977715163,"704290P-703189P-703357P-702090P-C-701924P-701762P-702865P-705233P-704128P-705393P-707765P-C-706660P-C-705393P-C-704290P-C-704128P-C-705393P-C-705393P-C-704128P-C-706498P-704128P-C-703970P-C-702709P-702865P-C-700501P-699400P-698141P-696884P-695785P-694530P-696884P-C-697042P-695785P-C-695785P-C-696884P-C-696884P-C-696884P-C-695629P-694530P-C-692180P-693433P-693277P-694530P-C-694530P-C-693433P-C-692180P-C-692026P-690777P-691876P-691730P-691588P-C-692693P-690345P-690209P-692557P-C-692557P-C-690209P-C-690345P-C-689242P-686900P-C-687042P-684704P-C-684562P-685661P-686762P-688001P-688141P-689242P-C-686900P-C-685801P-684562P-C-683325P-680993P-679898P-677572P-C-678665P-C-676341P-678665P-C-679898P-C-680040P-C-677714P-676625P-677714P-C-677860P-677714P-C-678949P-680040P-C-681133P-C-679898P-C-677572P-C"
221,28201.0,100,98,3,107.0538238691623,2962870.0,46,8.602325267042627,1.0923859578485948,682.7489635586909,0.9702970297029703,13,24864.0,1.1258263443133478,"31025P-30692P-30805P-31253P-30920P-C-30706P-30260P-29818P-30145P-29933P-30145P-C-30260P-C-30260P-C-30706P-C-30825P-30617P-30169P-30050P-29933P-C-29608P-29933P-C-29725P-29933P-C-29818P-C-29493P-29057P-29269P-28837P-29053P-29378P-28948P-C-29053P-C-29485P-29269P-C-28946P-29269P-C-29705P-29594P-29160P-28837P-C-28946P-C-28946P-C-29057P-C-28946P-C-28946P-C-28946P-C-29160P-C-29053P-C-28837P-C-29269P-C-28837P-C-28946P-C-29269P-C-29057P-C-28849P-29170P-28849P-C-29170P-C-29608P-C-29608P-C-29402P-28964P-29285P-28964P-C-28645P-C-29081P-29521P-29321P-29521P-C-29521P-C-29081P-C-28964P-C-28530P-28849P-C-28417P-28736P-28530P-C-28849P-C-29057P-C-28946P-C-29160P-C-29269P-C-29269P-C-29269P-C-28837P-C-28409P-28837P-C-29053P-C-28730P-29160P-C-28730P-C-28730P-C-28516P-28409P-C-28304P-28625P-28304P-C-28201P"
222,473922.0,83,95,6,100.15432893255064,4.8980217E7,59,18.439088914585774,1.0542560940268488,6667.487685130694,0.9405940594059405,27,87751.0,1.120840689439071,"497866P-496625P-C-496625P-C-495386P-494717P-494149P-492245P-491012P-492245P-C-492813P-C-493385P-494050P-494717P-C-493480P-492813P-C-490913P-490250P-492148P-491578P-489680P-490250P-C-490824P-491402P-490824P-C-489589P-C-489017P-490250P-C-489680P-C-489114P-487220P-C-486557P-487125P-487697P-485809P-487040P-487618P-488273P-487618P-C-488853P-490090P-491984P-490090P-C-489437P-488200P-487618P-C-488853P-C-487618P-C-488273P-C-486385P-485154P-C-483272P-C-483272P-C-482045P-480169P-479597P-478946P-480169P-C-478297P-C-478297P-C-477076P-477725P-C-477076P-C-476429P-477650P-478873P-C-478228P-477650P-C-477650P-C-477005P-475784P-475141P-474565P-C-475141P-C-473922P-475141P-C-475141P-C-477005P-C-476362P-475784P-C-477650P-C-478873P-C-479520P-478297P-C-477725P-C-478946P-C-478946P-C-480820P-482045P-C-482621P-480745P-481325P"
223,925273.0,100,92,9,90.08326112068518,9.4934654E7,37,8.246211251235321,0.979165881746578,5175.413599500007,0.9108910891089109,10,119232.0,1.074953848439178,"941161P-C-941161P-C-938921P-940832P-943074P-942745P-941161P-C-942745P-C-944989P-943405P-941161P-C-941492P-943074P-C-944989P-C-944989P-C-947237P-C-949156P-948825P-C-949156P-C-947237P-C-944989P-C-944660P-946577P-C-946577P-C-946577P-C-946577P-C-948825P-C-948825P-C-946906P-945320P-943738P-C-944073P-942160P-943738P-C-942160P-C-944073P-C-944073P-C-942160P-C-944073P-C-942160P-C-939914P-941492P-C-939914P-C-939914P-C-937672P-939581P-939914P-C-939581P-C-941825P-C-941825P-C-942160P-C-941825P-C-941492P-C-939914P-C-938005P-935765P-934193P-935765P-C-937341P-935765P-C-933860P-936098P-C-934193P-C-933860P-C-933860P-C-933860P-C-933860P-C-935765P-C-933860P-C-935765P-C-937672P-C-936098P-C-936433P-934865P-C-934865P-C-934528P-934193P-C-934193P-C-931957P-933860P-C-935765P-C-936098P-C-937672P-C-937672P-C-939581P-C-937672P-C-935765P-C-933529P-C-931626P-929396P-927497P-925273P"
224,149445.0,43,96,5,98.98275605729684,1.5616608E7,68,13.416407864998739,1.031070375596842,2946.3748771289793,0.9504950495049505,9,50923.0,1.0847719576591777,"156105P-156418P-155380P-C-155693P-156733P-157050P-158096P-158825P-159877P-160200P-161258P-160852P-160525P-160200P-C-159469P-159065P-158665P-157613P-C-157613P-C-157940P-158269P-157877P-157489P-156770P-156388P-156770P-C-156437P-155389P-154345P-153632P-153961P-154345P-C-153305P-154018P-153632P-C-152594P-151885P-C-150853P-149825P-C-149445P-149825P-C-150209P-151237P-150916P-151306P-152017P-151306P-C-150916P-C-149890P-150916P-C-150916P-C-149890P-C-149504P-150209P-C-151237P-C-151560P-151885P-C-151885P-C-152212P-C-152212P-C-152212P-C-152212P-C-152541P-152872P-153205P-154249P-153914P-C-154960P-C-155297P-156010P-155673P-156053P-156388P-C-157105P-156725P-157064P-C-157405P-156690P-156320P-155266P-155977P-C-154925P-155636P-154925P-C-153877P-C-153877P-C-152833P-C-153540P-153877P-C-154586P"
225,421394.0,90,95,6,105.22539674441612,4.3528743E7,66,12.041594578792296,1.10763575520438,4087.561919319409,0.9405940594059405,11,84741.0,1.177591697638341,"431533P-433393P-434320P-433385P-C-433385P-C-432452P-C-430594P-C-430592P-432450P-432452P-434314P-432452P-C-431525P-429669P-429677P-430610P-430624P-430642P-430624P-C-430610P-C-430610P-C-430624P-C-432482P-431561P-430624P-C-431561P-C-433421P-435285P-C-435305P-434384P-435305P-C-435329P-437197P-437225P-437257P-C-435389P-437257P-C-436306P-437225P-C-438146P-437225P-C-436276P-434410P-C-433465P-432522P-431605P-431581P-432500P-432482P-C-433405P-C-434344P-435285P-C-433421P-C-432482P-C-433405P-C-432468P-431545P-432468P-C-432468P-C-431533P-430600P-430594P-431521L-432452P-C-430594P-C-430600P-C-429669P-C-429669P-C-429669P-C-428746P-428740P-426890P-425044P-425969P-425050P-426896P-425977P-424133P-425060P-423218P-422305P-424145P-422305P-C-421394P-423232P-422321P-C-424161P-425092P-426025P-426005P-425989P-425977P-C-426906P"
226,808525.0,84,87,14,92.32590180780446,8.3291667E7,53,18.439088914585774,1.061217262158672,7827.602024538759,0.8613861386138614,25,95652.0,1.231987856069263,"834469P-832705P-832644P-C-832585P-C-834469P-C-832705P-C-832768P-834658P-832900P-831146P-832969P-C-832969P-C-831217P-832969P-C-831146P-C-831146P-C-831146P-C-829256P-831010P-832833P-C-831010P-C-829124P-830882P-830821P-C-830821P-C-830821P-C-828941P-828884P-827010P-C-825248P-825193P-827010P-C-826957P-C-828776P-826906P-825040P-C-824993P-823225P-C-825089P-826906P-C-826957P-C-826906P-C-826957P-C-825089P-C-823274P-825040P-C-826810P-828676P-830497P-828725P-828776P-C-828725P-C-828776P-C-830546P-828676P-C-828629P-C-828629P-C-828629P-C-826857P-826810P-C-824993P-C-824948P-C-823178P-821320P-819554P-819509P-817657P-815809P-813965P-813928P-813965P-C-812162P-810361P-808525P-810361P-C-810361P-C-810400P-C-810361P-C-808562P-810400P-C-812201P-C-810400P-C-812242P-C-812201P-C-812162P-C-812162P-C-812125P"
227,712117.0,99,91,10,94.39696961966993,7.2766512E7,54,10.63014581273465,1.0373293364798895,5060.310237062939,0.900990099009901,14,101689.0,1.1513215712578992,"728008P-726413P-728008P-C-728008P-C-730210P-729220P-730817P-729829P-729220P-C-727018P-C-728008P-C-730210P-C-729220P-C-729220P-C-730817P-C-728613P-726413P-C-726413P-C-727018P-C-727625P-C-726641P-725661P-723461P-722485P-720289P-718097P-716516P-717490P-C-718468P-720053P-719073P-C-720053P-C-721640P-723834P-722245P-721640P-C-720053P-C-721037P-C-722626P-720436P-C-720436P-C-721037P-C-720436P-C-721426P-719837P-717653P-718645P-C-719641P-719050P-718052P-719641P-C-719641P-C-719641P-C-719641P-C-718052P-C-719050P-C-719050P-C-721232P-720641P-721645P-720052P-719050P-C-719050P-C-717461P-718461P-717461P-C-718052P-C-717461P-C-718052P-C-716465P-715874P-C-714289P-713297P-715473P-C-714880P-714289P-C-712706P-714289P-C-714289P-C-715285P-716285P-714113P-C-714113P-C-716285P-C-716872P-714698P-C-712528P-713113P-712117P-C"
228,239530.0,61,90,11,87.84062043356589,2.4541566E7,54,11.661903789690601,0.9760068937062877,1852.3669739910372,0.8910891089108911,6,51810.0,1.0952966251592784,"243882P-242768P-241793P-C-241930P-C-241793P-C-241793P-C-241793P-C-241793P-C-240820P-240685P-241525P-241658P-C-240820P-C-241658P-C-241793P-C-241658P-C-241658P-C-240685P-C-241658P-C-242500P-241525P-C-242500P-C-243346P-243477P-243610P-244724P-243882P-C-242768P-C-243745P-C-242905P-243882P-C-244021P-243044P-244162P-243328P-243473P-243620P-C-244746P-244897P-243920P-243098P-243253P-244385P-C-244228P-243410P-242596P-243569P-244385P-C-243410P-C-243410P-C-242596P-C-242596P-C-241786P-240656P-C-239530P-240340P-240497P-C-239689P-239850P-240980P-242114P-C-241145P-241312P-C-241312P-C-241312P-C-241145P-C-241145P-C-242281P-241312P-C-241312P-C-241312P-C-242281P-C-243421P-244565P-245540P-C-246517P-246346P-C-247156P-246989P-C-246010P-245845P-246010P-C-245033P-245845P-C-246010P-C-245845P-C-245682P-C"
229,468845.0,96,92,9,97.81118318204301,4.7837289E7,44,5.656854249492381,1.063165034587424,2426.835810549925,0.9108910891089109,12,79951.0,1.1671703097101067,"474821P-474692P-476065P-474692P-C-474565P-474440P-474317P-472825P-474077P-472825P-C-472946P-C-474196P-472946P-C-472946P-C-472946P-C-472825P-C-474196P-C-474317P-C-472946P-C-471456P-472706P-C-472706P-C-471337P-471220P-472474P-473960P-C-475450P-C-473960P-C-473960P-C-475218P-476480P-476369P-474885P-473621P-472361P-C-471105P-C-470992P-C-470992P-C-469738P-470992P-C-472250P-473732P-472474P-C-471220P-C-472706P-C-471220P-C-471337P-C-471456P-C-472825P-C-472825P-C-474196P-C-474317P-C-474440P-C-472946P-C-474440P-C-474565P-C-474692P-C-476065P-C-476065P-C-474565P-C-474565P-C-474565P-C-475938P-477440P-478946P-479077P-480589P-480456P-478946P-C-478817P-477569P-477440P-C-475938P-C-475813P-474317P-C-474196P-C-474196P-C-475690P-475569P-474077P-C-472589P-471337P-C-470089P-471456P-C-472825P-C-472706P-C-471337P-C-471337P-C-470089P-C-468845P-C-470333P-468968P-C"
230,33461.0,94,97,4,103.39696961966992,3728217.0,60,19.026297590440446,1.0659481404089681,1855.048407047895,0.9603960396039604,25,25568.0,1.1099047647557296,"40385P-39869P-39357P-38986P-38756P-38897P-39040P-38673P-38453P-38600P-38749P-38965P-38818P-38308P-38530P-38897P-C-38530P-C-38530P-C-38308P-C-37802P-37945P-38453P-C-38090P-38453P-C-38237P-38025P-38176P-C-38690P-38329P-38690P-C-38900P-39265P-C-39114P-38600P-C-38090P-C-37945P-C-37802P-C-37945P-C-37729P-37584P-37370P-36868P-36658P-C-36658P-C-36658P-C-36513P-36160P-36513P-C-37013P-37517P-37666P-37160P-37517P-C-37517P-C-37666P-C-37160P-C-37309P-37817P-C-37613P-37460P-37817P-C-37666P-C-37309P-C-36805P-37013P-C-36658P-C-36452P-36305P-35954P-36160P-C-35666P-35176P-34970P-C-34768P-34570P-34084P-C-33745P-33941P-C-34141P-33800P-33661P-33800P-C-33800P-C-34282P-33800P-C-33941P-C-33800P-C-33461P-33941P-C-34141P-C-34002P-C-34002P-C-34345P"
231,463797.0,49,98,3,102.3969696196699,4.7600149E7,57,15.811388300841896,1.0448670369354072,4758.844501732273,0.9702970297029703,19,82767.0,1.0768527625558788,"485293P-483325P-482362P-481401P-480442P-480400P-C-479401P-477445P-476488P-C-477445P-C-478404P-C-479365P-477409P-475457P-474500P-476450P-475493P-C-475457P-C-476450P-C-474500P-C-473545P-472554P-C-472554P-C-471565P-472554P-C-472554P-C-471565P-C-470578P-468640P-469593P-471533P-470578P-C-470612P-C-469625P-471565P-C-469625P-C-469593P-C-470548P-469593P-C-468610P-C-467657P-465725P-463797P-464746P-464720P-464746P-C-464720P-C-464698P-465653P-C-464680P-465653P-C-466610P-466596P-466610P-C-466596P-C-467557P-C-466586P-466596P-C-466596P-C-466596P-C-466596P-C-468530P-469493P-470458P-468520P-467549P-468520P-C-466586P-C-468520P-C-467549P-C-469485P-C-467549P-C-466586P-C-466596P-C-468530P-C-469505P-470482P-471445P-471433P-470458P-C-470452P-470458P-C-472400P-473369P-473365L-474340P-474338P-472392P-472394P-472392P-C-472394P-C"
232,350389.0,23,90,11,91.15432893255064,3.6057218E7,55,5.830951894845301,1.0128258770283405,4393.6230335616,0.8910891089108911,6,67858.0,1.1366157064429154,"355073P-C-356553P-355745P-354265P-C-353461P-354602P-354265P-C-354265P-C-352789P-351650P-351985P-C-351985P-C-351650P-C-351985P-C-351650P-C-352456P-351650P-C-351985P-C-351185P-351524P-350389P-351865P-C-351524P-C-351865P-C-352661P-354141P-C-353345P-354829P-355176P-356317P-355525P-354037P-352553P-353690P-352208P-C-353002P-353345P-C-354829P-C-354484P-354829P-C-353690P-C-353690P-C-353690P-C-352900P-354386P-C-355525P-C-355525P-C-355876P-357370P-358160P-C-357017P-357809P-359305P-360101P-C-358954P-360452P-C-360452P-C-360452P-C-360101P-C-358605P-C-358258P-358605P-C-359752P-361250P-C-361250P-C-360101P-C-360101P-C-360901P-C-359752P-C-360554P-360209P-361705P-360901P-C-361705P-C-361705P-C-362513P-C-362858P-364013P-365517P-364360P-364013P-C-364360P-C-364360P-C-365170P-366676P-367490P-367837P"
